timestamp,volume_1,volume_2,volume_3,pressure_1,pressure_2,pressure_3,img_left,img_right,tip_x,tip_y,tip_z,base_x,base_y,base_z
1744855763.9390812,118.1,118.1,118.1,5.458657944499677,19.046150397762386,5.3031376898544975,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_0_1744855763.9390812.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_3_1744855763.9390812.png,6.9811187,1.7785344,-8.666718,4.2174416,2.4007595,-9.00625
1744855766.2587225,118.1,118.1,118.1,5.419297353624785,19.047462417458213,5.2900174928962,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_0_1744855766.2587225.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_3_1744855766.2587225.png,6.9802084,1.7732134,-8.674239,4.2174416,2.4007595,-9.00625
1744855768.6896818,118.1,118.1,118.17142857142856,5.378624743054063,19.044838378066554,5.535365176016364,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_0_1744855768.6896818.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_3_1744855768.6896818.png,6.954985,1.658023,-8.755723,4.2174416,2.4007595,-9.00625
1744855771.089244,118.1,118.1,118.24285714285713,5.331392034004192,19.047462417458213,5.719047933432528,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_0_1744855771.089244.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_3_1744855771.089244.png,6.9177847,1.5351049,-8.831241,4.2174416,2.4007595,-9.00625
1744855773.4884088,118.1,118.1,118.3142857142857,5.295967502216788,19.044838378066554,5.893546552977885,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_0_1744855773.4884088.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_3_1744855773.4884088.png,6.869674,1.4150659,-8.910519,4.2174416,2.4007595,-9.00625
1744855775.8875828,118.1,118.1,118.38571428571429,5.261854990125215,19.043526358370727,6.062797093739923,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_0_1744855775.8875828.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_3_1744855775.8875828.png,6.812233,1.2951123,-8.986403,4.2174416,2.4007595,-9.00625
1744855778.2872107,118.1,118.1,118.45714285714286,5.222494399250323,19.047462417458213,6.225487536022812,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_0_1744855778.2872107.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_3_1744855778.2872107.png,6.746719,1.1903436,-9.051498,4.2174416,2.4007595,-9.00625
1744855780.7188182,118.1,118.1,118.52857142857142,5.192317946246238,19.043526358370727,6.382929899522383,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_0_1744855780.7188182.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_3_1744855780.7188182.png,6.669968,1.0852171,-9.106288,4.2174416,2.4007595,-9.00625
1744855783.1498978,118.1,118.1,118.6,5.162141493242154,19.046150397762386,6.542996302413612,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_0_1744855783.1498978.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_3_1744855783.1498978.png,6.587433,0.9876416,-9.16635,4.2174416,2.4007595,-9.00625
1744855785.517126,118.1,118.1,118.67142857142856,5.13065302054224,19.046150397762386,6.6965026068256925,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_0_1744855785.517126.png,C:\Users\dogro\Desktop\Emanuele\github\sorolearn\data\exp_2025-04-17_12-09-16\cam_3_1744855785.517126.png,6.494108,0.8873871,-9.216623,4.2174416,2.4007595,-9.00625
