episode,reward,length,timesteps,time_elapsed,rolling_reward_10,rolling_reward_50,rolling_reward_100,avg_distance,final_distance
1,-562.74445,300,300,1.0951457023620605,-562.74445,-562.74445,-562.74445,1.8758149194233609,2.0742369109159347
2,-623.9148,300,600,1.594630479812622,-593.3296,-593.3296,-593.3296,2.0797156391878233,3.208035784955043
3,-582.78955,300,900,2.0956249237060547,-589.8162,-589.8162,-589.8162,1.9426320573928684,1.7300147224052547
4,-591.74774,300,1200,2.589362859725952,-590.29913,-590.29913,-590.29913,1.9724921362054737,3.6791538459807183
5,-588.07086,300,1500,3.070441961288452,-589.85345,-589.85345,-589.85345,1.96023621443895,2.782338147025187
6,-608.8244,300,1800,3.6428723335266113,-593.0153,-593.0153,-593.0153,2.029414146169589,1.6405703097552684
7,-565.31964,300,2100,4.550705194473267,-589.0588,-589.0588,-589.0588,1.8843983895062817,1.2369290573704188
8,-552.3962,300,2400,5.018283367156982,-584.47595,-584.47595,-584.47595,1.8413205404238275,2.8169813195017483
9,-546.0085,300,2700,5.48747992515564,-580.2018,-580.2018,-580.2018,1.820028549929143,2.2054026588031097
10,-543.96643,300,3000,5.945188760757446,-576.57825,-576.57825,-576.57825,1.8132216134224752,1.7300147224052547
11,-545.1137,300,3300,7.305891036987305,-574.8152,-573.71783,-573.71783,1.8170459951081486,2.6509600009686203
12,-546.3689,300,3600,7.849262714385986,-567.06055,-571.4387,-571.4387,1.8212304611887744,2.9231597925215964
13,-542.91437,300,3900,8.450427293777466,-563.0731,-569.24457,-569.24457,1.8097152033541049,2.1518480977889975
14,-510.8841,300,4200,9.839784383773804,-554.9867,-565.076,-565.076,1.702946350780967,1.7300147224052547
15,-489.76804,300,4500,10.304485321044922,-545.15643,-560.0554,-560.0554,1.6325596827844724,0.6230816241040458
16,-492.55832,300,4800,10.856564044952393,-533.5298,-555.8369,-555.8369,1.6418612690243177,1.4369070357956562
17,-501.59198,300,5100,11.322808027267456,-527.157,-552.646,-552.646,1.6719739077910152,2.3144014097601247
18,-490.276,300,5400,11.818049907684326,-520.94495,-549.181,-549.181,1.634254524842595,1.7540420872264295
19,-477.03983,300,5700,12.390047788619995,-514.04816,-545.38416,-545.38416,1.590132747024077,0.8765290687407786
20,-503.57953,300,6000,12.985473871231079,-510.00952,-543.2939,-543.2939,1.6785985351828827,2.0232430619757316
21,-491.29514,300,6300,14.284191131591797,-504.6276,-540.81775,-540.81775,1.6376503030862375,1.5059387531226558
22,-461.61914,300,6600,14.771617650985718,-496.15265,-537.21783,-537.21783,1.5387309805723943,2.8081251504411893
23,-445.75958,300,6900,15.27731966972351,-486.43716,-533.2414,-533.2414,1.485865873768059,1.7300147224052547
24,-439.07178,300,7200,15.763017177581787,-479.25595,-529.3176,-529.3176,1.4635725084148412,1.7300147224052547
25,-427.74335,300,7500,16.228820323944092,-473.0534,-525.25464,-525.25464,1.4258112051356415,1.7205365108463857
26,-452.85385,300,7800,16.817559719085693,-469.083,-522.47,-522.47,1.509513340137813,2.8990158060567364
27,-438.14542,300,8100,17.334120273590088,-462.73837,-519.34686,-519.34686,1.4604844377502058,1.7036054506744507
28,-418.62213,300,8400,18.344193935394287,-455.57294,-515.7496,-515.7496,1.3954074850312697,0.8919480804009261
29,-406.5377,300,8700,18.84843611717224,-448.52277,-511.98364,-511.98364,1.3551258337294307,2.1444395545571386
30,-396.65408,300,9000,19.358997344970703,-437.83023,-508.1393,-508.1393,1.3221805389464376,1.7050332846933471
31,-401.042,300,9300,19.903880834579468,-428.80487,-504.68457,-504.68457,1.3368068435921612,0.9815251053380528
32,-400.65353,300,9600,20.46266508102417,-422.7083,-501.4336,-501.4336,1.3355119079479771,1.448378119886444
33,-423.4971,300,9900,21.012665271759033,-420.48212,-499.0719,-499.0719,1.4116569490598738,0.7530715223372886
34,-384.28143,300,10200,21.60373330116272,-415.00302,-495.6957,-495.6957,1.2809380969110746,1.0828137606262653
35,-375.64697,300,10500,22.842856884002686,-409.79346,-492.26575,-492.26575,1.2521571337394735,2.239746601502087
