trajectory,T (ms),volume_1 (mm),volume_2 (mm),volume_3 (mm),k,pressure_1 (bar),pressure_2 (bar),pressure_3 (bar),base_x (cm),base_y (cm),base_z (cm),tip_x (cm),tip_y (cm),tip_z (cm),tip_velocity_x (cm/s),tip_velocity_y (cm/s),tip_velocity_z (cm/s),tip_acceleration_x (cm/ss),tip_acceleration_y (cm/ss),tip_acceleration_z (cm/ss),timestamp
6,191.0691261291504,117.23985156249994,118.56094921874994,118.73210156249996,492,1.717236978886769,-0.0013054595973898,6.34642295148592,5.1533833,1.7588943,-7.1149287,1.7972584,-1.437722,0.03976568,0.9417633,0.6687369,-0.31748745,0.3064325,0.6415846,-0.5128489,1753149358.1979
6,212.41497993469238,117.23985156249994,118.56094921874994,118.73210156249996,493,1.7185489985825988,-0.0026174792932209,6.34904699087758,5.1533833,1.7588943,-7.1149287,1.7991406,-1.4362627,0.039257213,0.8415847,0.6033539,-0.27781016,-0.6934671,-0.09933114,-0.038526833,1753149358.219246
6,233.25014114379883,117.23985156249994,118.56094921874994,118.73210156249996,494,1.717236978886769,6.560098437802253e-06,6.351671030269239,5.1533833,1.7588943,-7.1149287,1.8004792,-1.4352272,0.038891736,0.7375134,0.5323868,-0.23978986,-1.5537815,-0.7606975,0.33414555,1753149358.240081
6,254.37164306640625,117.23985156249994,118.56094921874994,118.73210156249996,495,1.7185489985825988,6.560098437802253e-06,6.347734971181749,5.1533833,1.7588943,-7.1149287,1.80155,-1.4343988,0.038599353,0.6407095,0.46513283,-0.2056749,-2.1596637,-1.2453873,0.59035176,1753149358.2612026
6,275.71916580200195,117.23985156249994,118.56094921874994,118.73210156249996,496,1.7159249591909391,0.0013185797942689,6.342486892398431,5.1533833,1.7588943,-7.1149287,1.8025619,-1.4334852,0.038530145,0.5599654,0.41490263,-0.16778195,-2.4842043,-1.4669051,0.8272917,1753149358.28255
6,297.05262184143066,117.23985156249994,118.56094921874994,118.73210156249996,497,1.7185489985825988,0.0026305994900965,6.350359010573409,5.1533833,1.7588943,-7.1149287,1.8031086,-1.4330335,0.037871864,0.47359955,0.35309803,-0.16508228,-2.7970383,-1.7529389,0.68714267,1753149358.3038836
6,318.33672523498535,117.23985156249994,118.56094921874994,118.73210156249996,498,1.717236978886769,-0.0013054595973898,6.34511093179009,5.1533833,1.7588943,-7.1149287,1.803546,-1.432672,0.03734524,0.3994292,0.2994591,-0.15680842,-2.934586,-1.9063792,0.62746096,1753149358.3251677
6,339.4896984100342,117.23985156249994,118.56094921874994,118.73210156249996,499,1.7211730379742582,-0.0039294989890521,6.34642295148592,5.1533833,1.7588943,-7.1149287,1.8039917,-1.4324715,0.037011012,0.34061593,0.2490452,-0.14124732,-2.9037447,-2.0017638,0.64909804,1753149358.3463206
6,360.675573348999,117.23985156249994,118.56094921874994,118.73210156249996,500,1.7185489985825988,6.560098437802253e-06,6.342486892398431,5.1533833,1.7588943,-7.1149287,1.8046067,-1.4320644,0.036714256,0.30151963,0.21845649,-0.1270053,-2.692079,-1.8901794,0.65372825,1753149358.3675065
6,381.8342685699463,117.23985156249994,118.56094921874994,118.73210156249996,501,1.717236978886769,0.0013185797942689,6.34642295148592,5.1533833,1.7588943,-7.1149287,1.8050988,-1.4317387,0.03647685,0.26446608,0.19016178,-0.112824336,-2.5039036,-1.7795929,0.65702486,1753149358.3886652
