trajectory,T (ms),volume_1 (mm),volume_2 (mm),volume_3 (mm),k,pressure_1 (bar),pressure_2 (bar),pressure_3 (bar),base_x (cm),base_y (cm),base_z (cm),tip_x (cm),tip_y (cm),tip_z (cm),tip_velocity_x (cm/s),tip_velocity_y (cm/s),tip_velocity_z (cm/s),tip_acceleration_x (cm/ss),tip_acceleration_y (cm/ss),tip_acceleration_z (cm/ss),timestamp
213,779.3824672698975,117.84097786409775,116.87127468674251,117.4237699471786,15343,0.4388771483535307,5.254094393624382,2.257238045296378,5.3778896,1.2021244,-8.421604,1.7136744,0.11622936,0.9890693,-0.1897409,-8.161005,-4.359385,-13.346429,-90.86224,11.762425,1756803919.0026588
213,799.9274730682373,117.75453465227405,116.66605862299348,117.2345820604935,15344,0.3509718287329374,5.290830945107615,2.0013942046095763,5.3778896,1.2021244,-8.421604,1.688094,0.014752105,1.0139031,-1.3968874,-11.468071,-2.2787519,-22.428383,-104.88318,29.664333,1756803919.0232038
213,820.4431533813477,117.7124654631316,116.46116222910577,117.08882498127217,15345,0.2801227651581309,5.298703063282593,1.909552825901494,5.3778896,1.2021244,-8.421604,1.6587415,-0.08436976,1.0255969,-2.548247,-14.005974,-1.2530146,-29.1669,-108.64765,33.73101,1756803919.0437195
213,840.9919738769531,117.70667578124994,116.25417698860161,116.984649154365,15346,0.2328900561082598,5.303951142065912,1.9239850425556213,5.3778896,1.2021244,-8.421604,1.6342072,-0.16954379,1.0212593,-3.2325506,-15.349739,-1.2134968,-29.993792,-99.99688,27.36943,1756803919.0642684
213,861.5267276763916,117.70667578124994,116.05071096139393,116.9231733185462,15347,0.2118977409749838,5.324943457199188,1.946289377384727,5.3778896,1.2021244,-8.421604,1.6107076,-0.24446541,1.026291,-3.7304215,-15.92832,-0.725765,-28.84409,-85.632645,26.645851,1756803919.084803
213,882.0476531982422,117.70667578124994,115.87124675273888,116.90349999999994,15348,0.2014015834083458,5.352495870811613,1.9489134167763864,5.3778896,1.2021244,-8.421604,1.5903903,-0.30720568,1.0235745,-3.9744165,-15.800035,-0.71299225,-25.453283,-67.25584,21.441166,1756803919.105324
213,902.5499820709229,117.70667578124994,115.73476524789997,116.90349999999994,15349,0.1961535046250268,5.361680008682422,1.9790898697804709,5.3778896,1.2021244,-8.421604,1.5721594,-0.35737008,1.0286041,-4.0687466,-15.086795,-0.32507265,-21.282816,-46.847015,20.937084,1756803919.1258264
213,923.069953918457,117.70667578124994,115.63947559781366,116.90349999999994,15350,0.1830333076667293,5.362992028378251,2.015826421263704,5.3778896,1.2021244,-8.421604,1.5587642,-0.39345926,1.0273283,-3.907783,-13.828171,-0.32223412,-15.457405,-25.210304,16.777334,1756803919.1463463
213,943.5827732086182,117.70667578124994,115.58957600511232,116.90349999999994,15351,0.1738491697959211,5.36824010716157,2.044690854571958,5.3778896,1.2021244,-8.421604,1.5472641,-0.4200337,1.0316974,-3.686862,-12.35804,-0.044792905,-10.211944,-5.834466,16.126919,1756803919.1668591
213,964.1058444976807,117.70667578124994,115.57644921874994,116.90349999999994,15352,0.1764732091875805,5.378736264728208,2.0630591303135746,5.3778896,1.2021244,-8.421604,1.5373954,-0.44301242,1.0374285,-3.4303539,-11.006084,0.24341638,-5.6698494,8.507409,15.710173,1756803919.1873822
213,984.6227169036865,117.70667578124994,115.57644921874994,116.90349999999994,15353,0.1764732091875805,5.390544441990676,2.070931248488553,5.3778896,1.2021244,-8.421604,1.529503,-0.46303466,1.0381145,-3.1289613,-9.78076,0.22817142,-1.5978825,18.750484,12.419529,1756803919.207899
213,1005.1262378692627,117.70667578124994,115.57644921874994,116.90349999999994,15354,0.1751611894917508,5.399728579861484,2.082739425751021,5.3778896,1.2021244,-8.421604,1.5225139,-0.47994053,1.0397344,-2.8440433,-8.649143,0.26153898,1.5009053,26.038654,10.261105,1756803919.2284026
213,1025.627613067627,117.70667578124994,115.57644921874994,116.90349999999994,15355,0.1777852288834103,5.399728579861484,2.1076677999717863,5.3778896,1.2021244,-8.421604,1.5165433,-0.49241018,1.0435295,-2.5664673,-7.5275497,0.39434788,3.9086008,31.772564,9.504494,1756803919.248904
213,1046.1363792419434,117.70667578124994,115.57644921874994,116.90349999999994,15356,0.1764732091875805,5.401040599557314,2.1273480954092325,5.3778896,1.2021244,-8.421604,1.5122937,-0.500391,1.0463569,-2.2603848,-6.411181,0.45334393,6.111775,36.3048,8.178921,1756803919.2694128
213,1066.6859149932861,117.70667578124994,115.57644921874994,116.90349999999994,15357,0.1738491697959211,5.412848776819781,2.1325961741925514,5.3778896,1.2021244,-8.421604,1.508445,-0.5073207,1.0492731,-1.9955956,-5.466161,0.50458395,7.4664726,38.24122,7.0418286,1756803919.2899623
