ref_delta_1,ref_delta_2,ref_delta_3,control_1,control_2,control_3
2.6446567821502684,0.07462162414854465,-0.03665506036563085,0.17489369724138965,0.2249169440113582,0.12253761257374696
2.6496567821502683,0.045801964036043585,0.007795058440459843,0.2577889117605377,0.3604360266425264,0.2394555328522979
2.6546567821502687,-0.016001434838945894,0.026816188766362922,0.0,0.20185897082288168,0.03730622607399979
2.6596567821502686,-0.08718177472644484,-0.0013879452280824434,0.08432718897363972,0.28470025156818324,0.23928915786379568
2.6646567821502685,-0.1320095654577017,-0.07780002802610396,0.1556959531133989,0.30959875561809286,0.36925597623719003
2.6696567821502684,-0.11954245450144277,-0.17772352091582438,0.3871652659714523,0.4266079152047131,0.5836310326943024
2.6746567821502687,-0.04072279438894172,-0.25850076612218315,0.44110948108187853,0.3485097636465991,0.5531944676401874
2.6796567821502686,0.08288400336103724,-0.2775218964480862,0.8036272343888601,0.5802592486685757,0.703080344129938
2.6846567821502685,0.2040643432485362,-0.21299063605337284,0.8501718691483415,0.6084628368100898,0.6338017573534195
2.6896567821502684,0.2679904345422983,-0.07780002802610403,0.9942130899343872,0.8099769251781483,0.6705088227501629
2.6946567821502687,0.2364250230235342,0.08090199009286372,1.0156939227422461,0.9674210212637423,0.6955434999807102
2.6996567821502686,0.10760536291103315,0.19800636169949054,0.8967478516871321,1.015081403045033,0.7038917690320596
2.7046567821502685,-0.07780483371393529,0.21702749202539368,0.7477574144036977,1.0014260925630505,0.7599432228465371
2.7096567821502684,-0.2489851736014343,0.11616910523041224,1.0242921139483259,1.2361129799865391,1.0894691175863203
2.7146567821502687,-0.33200956545770166,-0.07780002802610385,1.1918050393975448,1.2774830521156857,1.2785867449459614
2.7196567821502686,-0.2813458533764323,-0.2952805713743189,1.3495602497457762,1.2258852619462157,1.3458061795422456
2.7246567821502685,-0.10252619326393135,-0.44871206938121383,1.53774304058021,1.1852649608896764,1.3412774139828938
2.7296567821502684,0.14468740223602658,-0.46773319970711696,2.0248545803723568,1.488390144274373,1.489629906816097
2.7346567821502688,0.3658677421235256,-0.33054768651186756,2.170895530646364,1.6082930738216923,1.4503718535107692
2.7396567821502686,0.46799043454229833,-0.0778000280261042,2.026319011802514,1.605359342952304,1.2744000233964172
2.7446567821502685,0.3982284218985237,0.19845904055135816,1.8289629616337515,1.6428100859092183,1.1774530286790132
2.7496567821502684,0.16940876178602282,0.38821766495852117,1.4760219629237656,1.5663994972453175,1.0846748020051826
2.7546567821502688,-0.1396082325889246,0.40723879528442447,1.5240929027948606,1.7278433660118235,1.3381295054392155
2.7596567821502687,-0.4107885724764237,0.23372615568890703,1.680123272424475,1.8400252686963972,1.6202365932664993
2.7646567821502686,-0.5320095654577017,-0.07780002802610364,1.7711616851432581,1.761741673529983,1.7605259057007
2.7696567821502684,-0.443149252251422,-0.41283762183281336,1.9418796919351045,1.6566023731530337,1.809733955426018
2.7746567821502683,-0.16432959213892107,-0.6389233726402446,2.077833684136375,1.5347060575514762,1.7255386117202964
2.7796567821502687,0.2064908011110159,-0.6579445029661478,2.143815206416193,1.4625292255056739,1.5427119586665745
2.7846567821502686,0.527671140998515,-0.4481047369703624,2.1753181504427026,1.5051619030477477,1.3659911793193453
2.7896567821502685,0.6679904345422983,-0.07780002802610445,2.6959839856389816,2.2884110057372515,1.799640448700531
