episode,reward,length,timesteps,time_elapsed,rolling_reward_10,rolling_reward_50,rolling_reward_100
1,-163.51724,100,100,0.42832517623901367,-163.51724,-163.51724,-163.51724
2,-164.60973,100,200,0.47898197174072266,-164.06348,-164.06348,-164.06348
3,-163.64313,100,300,0.5302228927612305,-163.92336,-163.92336,-163.92336
4,-164.65242,100,400,0.5806844234466553,-164.10562,-164.10562,-164.10562
5,-164.17696,100,500,0.6307597160339355,-164.11989,-164.11989,-164.11989
6,-163.37509,100,600,0.7627665996551514,-163.99574,-163.99574,-163.99574
7,-154.06448,100,700,0.8154404163360596,-162.577,-162.577,-162.577
8,-154.44247,100,800,0.8674819469451904,-161.56018,-161.56018,-161.56018
9,-153.9819,100,900,0.9173440933227539,-160.71815,-160.71815,-160.71815
10,-162.96716,100,1000,0.9687614440917969,-160.94305,-160.94305,-160.94305
11,-168.71498,100,1100,1.0853886604309082,-161.46284,-161.6496,-161.6496
12,-177.61441,100,1200,1.134044885635376,-162.7633,-162.98,-162.98
13,-162.8304,100,1300,1.1854426860809326,-162.68204,-162.96849,-162.96849
14,-171.59274,100,1400,1.2363801002502441,-163.37607,-163.5845,-163.5845
15,-171.30064,100,1500,1.287585735321045,-164.08844,-164.0989,-164.0989
16,-160.97943,100,1600,1.4083938598632812,-163.84888,-163.90395,-163.90395
17,-163.0371,100,1700,1.4591467380523682,-164.74612,-163.85295,-163.85295
18,-165.212,100,1800,1.5107386112213135,-165.82309,-163.92845,-163.92845
19,-165.90785,100,1900,1.561537504196167,-167.01567,-164.03264,-164.03264
20,-167.5839,100,2000,1.6122307777404785,-167.47734,-164.2102,-164.2102
21,-160.79785,100,2100,1.9674675464630127,-166.68564,-164.04771,-164.04771
22,-151.62819,100,2200,2.017453670501709,-164.087,-163.48318,-163.48318
23,-153.61365,100,2300,2.0670807361602783,-163.16533,-163.05408,-163.05408
24,-151.66895,100,2400,2.1157259941101074,-161.17296,-162.5797,-162.5797
25,-155.68854,100,2500,2.1643965244293213,-159.61174,-162.30405,-162.30405
26,-155.89009,100,2600,2.2858386039733887,-159.10281,-162.05736,-162.05736
27,-147.57628,100,2700,2.338825225830078,-157.55673,-161.52101,-161.52101
28,-145.61115,100,2800,2.391677141189575,-155.59665,-160.9528,-160.9528
29,-151.09355,100,2900,2.4421486854553223,-154.1152,-160.61284,-160.61284
30,-149.90128,100,3000,2.4907469749450684,-152.34694,-160.2558,-160.2558
31,-148.08708,100,3100,2.612107753753662,-151.07587,-159.86325,-159.86325
32,-144.32133,100,3200,2.6629085540771484,-150.34518,-159.37756,-159.37756
33,-149.30647,100,3300,2.7126383781433105,-149.91446,-159.07239,-159.07239
34,-158.91817,100,3400,2.7639224529266357,-150.63939,-159.06784,-159.06784
35,-164.78511,100,3500,2.8147263526916504,-151.54906,-159.2312,-159.2312
36,-147.8287,100,3600,2.938443183898926,-150.74292,-158.91446,-158.91446
37,-154.36838,100,3700,2.989483594894409,-151.42213,-158.79158,-158.79158
38,-142.70613,100,3800,3.0395798683166504,-151.13162,-158.36829,-158.36829
39,-150.95255,100,3900,3.0905585289001465,-151.11752,-158.17813,-158.17813
40,-155.19926,100,4000,3.1404964923858643,-151.64731,-158.10367,-158.10367
41,-162.3414,100,4100,3.5465896129608154,-153.07274,-158.20702,-158.20702
42,-138.51498,100,4200,3.5975444316864014,-152.49213,-157.73816,-157.73816
43,-147.8073,100,4300,3.646787166595459,-152.3422,-157.50722,-157.50722
44,-143.80865,100,4400,3.696039915084839,-150.83125,-157.19588,-157.19588
45,-141.47783,100,4500,3.7459874153137207,-148.50052,-156.84659,-156.84659
46,-144.6445,100,4600,3.86789608001709,-148.1821,-156.58133,-156.58133
47,-145.17555,100,4700,3.917667865753174,-147.26282,-156.33865,-156.33865
48,-140.25983,100,4800,3.9666783809661865,-147.01819,-156.00368,-156.00368
49,-146.23802,100,4900,4.017354249954224,-146.54672,-155.80438,-155.80438
50,-150.49962,100,5000,4.068218946456909,-146.07677,-155.69829,-155.69829
51,-145.44147,100,5100,4.186849355697632,-144.3868,-155.33676,-155.49716
52,-151.4843,100,5200,4.236001014709473,-145.6837,-155.07426,-155.42
53,-141.35744,100,5300,4.286759614944458,-145.03873,-154.62856,-155.15466
54,-150.40279,100,5400,4.336975574493408,-145.69815,-154.34355,-155.06667
55,-138.7198,100,5500,4.387178421020508,-145.42235,-153.83441,-154.76944
56,-143.56572,100,5600,4.507084369659424,-145.31445,-153.43823,-154.56941
57,-140.38277,100,5700,4.557259798049927,-144.83517,-153.1646,-154.32051
58,-151.47816,100,5800,4.609763145446777,-145.95702,-153.1053,-154.27151
59,-135.65898,100,5900,4.661144733428955,-144.8991,-152.73886,-153.95605
60,-146.00603,100,6000,4.711510896682739,-144.44974,-152.39963,-153.82355
61,-141.19795,100,6100,4.829683065414429,-144.0254,-151.84929,-153.61658
62,-140.96124,100,6200,5.146179676055908,-142.9731,-151.11623,-153.41246
63,-141.30215,100,6300,5.195035219192505,-142.96754,-150.68567,-153.22023
64,-143.07275,100,6400,5.245158672332764,-142.23456,-150.11525,-153.06165
65,-139.38354,100,6500,5.294354200363159,-142.30093,-149.47691,-152.85121
66,-146.31888,100,6600,5.411855697631836,-142.57625,-149.1837,-152.75224
67,-145.81203,100,6700,5.462309122085571,-143.11917,-148.8392,-152.64867
68,-137.18903,100,6800,5.512617588043213,-141.69026,-148.27875,-152.42133
69,-135.98883,100,6900,5.563031911849976,-141.72324,-147.68036,-152.18318
70,-136.54895,100,7000,5.613502264022827,-140.77753,-147.05966,-151.95984
71,-143.06021,100,7100,5.732121706008911,-140.96378,-146.7049,-151.83449
72,-136.8071,100,7200,5.782931566238403,-140.54836,-146.4085,-151.62576
73,-141.51804,100,7300,5.834050416946411,-140.56995,-146.16658,-151.48729
74,-143.71436,100,7400,5.884138822555542,-140.63411,-146.00748,-151.38226
75,-146.18144,100,7500,5.93428897857666,-141.31389,-145.81734,-151.31291
76,-138.55937,100,7600,6.058262825012207,-140.53793,-145.47075,-151.14511
77,-137.07268,100,7700,6.109130859375,-139.66399,-145.26067,-150.96234
78,-143.20949,100,7800,6.15930962562561,-140.26604,-145.21263,-150.86296
79,-148.62291,100,7900,6.2096967697143555,-141.52945,-145.16321,-150.83461
80,-148.92322,100,8000,6.261491298675537,-142.76688,-145.14365,-150.8107
81,-145.95775,100,8100,6.382980823516846,-143.05664,-145.10106,-150.7508
82,-147.33646,100,8200,6.722987174987793,-144.10957,-145.16136,-150.70917
83,-131.64748,100,8300,6.775719881057739,-143.12251,-144.80818,-150.4795
84,-130.98477,100,8400,6.827795743942261,-141.84955,-144.24953,-150.24742
85,-137.68567,100,8500,6.878584623336792,-140.99997,-143.70753,-150.09964
86,-137.6271,100,8600,6.996382474899292,-140.90675,-143.5035,-149.9546
87,-128.5278,100,8700,7.047983884811401,-140.05228,-142.98668,-149.70831
88,-132.77768,100,8800,7.100570917129517,-139.0091,-142.78813,-149.51591
89,-139.11772,100,8900,7.152029752731323,-138.05856,-142.55142,-149.39908
90,-136.26753,100,9000,7.2038893699646,-136.793,-142.17279,-149.25317
91,-129.86684,100,9100,7.32305383682251,-135.18391,-141.52328,-149.04015
92,-131.0174,100,9200,7.374998092651367,-133.552,-141.37335,-148.84425
93,-132.00224,100,9300,7.425557374954224,-133.58748,-141.05725,-148.66315
94,-137.117,100,9400,7.476077318191528,-134.20068,-140.92342,-148.54031
95,-130.64694,100,9500,7.526313781738281,-133.49683,-140.70679,-148.35196
96,-130.12352,100,9600,7.645927667617798,-132.74648,-140.41637,-148.1621
97,-134.9768,100,9700,7.695974588394165,-133.39137,-140.2124,-148.02615
98,-132.43648,100,9800,7.7466230392456055,-133.35725,-140.05594,-147.86708
99,-134.69803,100,9900,7.79663348197937,-132.91528,-139.82513,-147.73405
100,-131.40787,100,10000,7.848238945007324,-132.4293,-139.4433,-147.5708
101,-139.25107,100,10100,7.975234746932983,-133.36774,-139.31949,-147.32814
102,-132.17926,100,10200,8.026031732559204,-133.48393,-138.9334,-147.00383
103,-130.70769,100,10300,8.339526653289795,-133.35446,-138.7204,-146.67447
104,-129.88493,100,10400,8.390148878097534,-132.63126,-138.31003,-146.3268
105,-132.79222,100,10500,8.442154169082642,-132.8458,-138.19148,-146.01295
106,-132.67575,100,10600,8.566507816314697,-133.10101,-137.97368,-145.70596
107,-133.6804,100,10700,8.617649793624878,-132.97137,-137.83965,-145.5021
108,-132.62392,100,10800,8.668306112289429,-132.99011,-137.46255,-145.28394
109,-135.62625,100,10900,8.72405743598938,-133.08293,-137.4619,-145.10037
110,-133.54637,100,11000,8.775987386703491,-133.29678,-137.2127,-144.80617
111,-128.72035,100,11100,8.896272420883179,-132.24371,-136.96315,-144.40622
112,-135.1202,100,11200,8.947430849075317,-132.53781,-136.84633,-143.98126
113,-135.874,100,11300,8.999273300170898,-133.05446,-136.73778,-143.71172
114,-129.07849,100,11400,9.04968547821045,-132.97379,-136.45789,-143.28656
115,-124.648994,100,11500,9.100528001785278,-132.15947,-136.1632,-142.82005
116,-130.40291,100,11600,9.228568315505981,-131.9322,-135.84486,-142.51428
117,-132.2157,100,11700,9.278741836547852,-131.78572,-135.57295,-142.20607
118,-131.7735,100,11800,9.329218864440918,-131.70068,-135.46463,-141.87169
119,-133.48328,100,11900,9.379339218139648,-131.48636,-135.41454,-141.54745
120,-127.29584,100,12000,9.429039239883423,-130.86133,-135.22948,-141.14456
121,-132.49518,100,12100,9.550441265106201,-131.2388,-135.01816,-140.86153
122,-131.74048,100,12200,9.606397867202759,-130.90083,-134.91681,-140.66266
123,-127.05019,100,12300,9.924410104751587,-130.01845,-134.62747,-140.39702
124,-118.97938,100,12400,9.977945566177368,-129.00854,-134.13277,-140.07011
125,-118.81305,100,12500,10.030045509338379,-128.42496,-133.5854,-139.70137
126,-131.4019,100,12600,10.154163837432861,-128.52486,-133.44225,-139.4565
127,-126.6975,100,12700,10.204204797744751,-127.97302,-133.23474,-139.24771
128,-124.86163,100,12800,10.254912614822388,-127.28184,-132.86778,-139.0402
129,-129.09462,100,12900,10.304801225662231,-126.84298,-132.47723,-138.82022
130,-124.75169,100,13000,10.354663610458374,-126.58856,-131.99379,-138.56873
131,-128.30672,100,13100,10.478008031845093,-126.16972,-131.64078,-138.37091
132,-133.33098,100,13200,10.538270235061646,-126.32876,-131.36066,-138.26102
133,-123.24604,100,13300,10.589856386184692,-125.94835,-131.19264,-138.00043
134,-118.45953,100,13400,10.640228271484375,-125.89636,-130.94214,-137.59583
135,-124.4866,100,13500,10.697569370269775,-126.46372,-130.67816,-137.19283
136,-131.22911,100,13600,10.827134132385254,-126.44645,-130.5502,-137.02686
137,-116.80868,100,13700,10.87759256362915,-125.457565,-130.31581,-136.65125
138,-127.66455,100,13800,10.928037405014038,-125.737854,-130.21355,-136.50084
139,-124.94874,100,13900,10.980134963989258,-125.323265,-129.93016,-136.2408
140,-119.43289,100,14000,11.030069351196289,-124.79138,-129.59348,-135.88313
141,-120.22624,100,14100,11.154216289520264,-123.98332,-129.40067,-135.46198
142,-125.32931,100,14200,11.20511245727539,-123.18317,-129.28688,-135.33012
143,-122.33726,100,14300,11.264535427093506,-123.0923,-129.0936,-135.07542
144,-116.73948,100,14400,11.618844032287598,-122.92029,-128.68605,-134.80473
145,-124.19687,100,14500,11.670762538909912,-122.89131,-128.55704,-134.63193
146,-121.240204,100,14600,11.797998189926147,-121.89242,-128.37938,-134.39787
147,-116.83787,100,14700,11.852662324905396,-121.89534,-128.0166,-134.1145
148,-123.47677,100,14800,11.903127431869507,-121.47656,-127.8374,-133.94669
149,-124.487076,100,14900,11.953699588775635,-121.4304,-127.63319,-133.72917
150,-121.098045,100,15000,12.004046201705933,-121.59691,-127.427,-133.43515
151,-119.63958,100,15100,12.130671262741089,-121.53823,-127.03476,-133.17712
152,-121.38693,100,15200,12.1819908618927,-121.144005,-126.81891,-132.87616
153,-117.48494,100,15300,12.23336911201477,-120.658775,-126.55444,-132.63744
154,-117.7775,100,15400,12.284615993499756,-120.76257,-126.3123,-132.31117
