volume_1,volume_2,volume_3
3.809852991,3.434569028,2.052861486
3.92186594,3.39429359,2.080029186
4.039525686,3.356959659,2.122265573
4.162287135,3.322387503,2.179910158
4.289936343,3.290992459,2.253559868
4.422393424,3.263682774,2.343850303
4.559431442,3.241634113,2.45114734
4.700366672,3.225984724,2.575211339
4.843787209,3.217515776,2.714910791
4.987385068,3.216388643,2.86805825
5.127941059,3.222002057,3.031418183
5.261483664,3.2330076,3.200899049
5.383607157,3.247486313,3.371900194
5.489898328,3.263251013,3.539749114
5.57639499,3.278208789,3.700146071
5.639991435,3.29070544,3.849535265
5.678718606,3.299781309,3.985342945
5.691855476,3.305292185,4.106055005
5.679863974,3.307881066,4.211140099
5.64417411,3.308817992,4.300851556
5.586872932,3.309750061,4.375958857
5.510367219,3.312418846,4.437466645
5.417092399,3.318405662,4.486376226
5.309326679,3.328954928,4.523531386
5.189140218,3.344903211,4.5495682
5.05847055,3.3667117,4.564961698
4.919278851,3.39457188,4.570138089
4.773719849,3.428537494,4.565607348
4.624258847,3.468635704,4.552071655
4.473691407,3.514925168,4.530478942
4.325055128,3.567491033,4.502011003
4.181455283,3.626387606,4.468014413
4.045845994,3.691551842,4.429893806
3.920812259,3.762713061,4.388989642
3.808388838,3.839319049,4.346459132
3.709937275,3.920490536,4.303173623
3.626088844,4.005008735,4.259641739
3.556751946,4.091335736,4.215965243
3.5011768,4.177664398,4.171832685
3.458066215,4.261991916,4.126552665
3.425717808,4.342208879,4.079123762
3.402180611,4.416193975,4.028332832
3.385408836,4.48190429,3.972869374
3.373398246,4.537453016,3.911442248
3.364295895,4.581170214,3.842886803
3.356480764,4.611647151,3.766254796
3.348619562,4.627769688,3.680885175
3.339706973,4.628749586,3.58645908
3.329101252,4.614163079,3.483045422
3.316563318,4.584002458,3.37114265
3.302300207,4.538738753,3.251717509
3.287003804,4.479383553,3.126233981
3.271866731,4.40752898,2.996658363
3.258553421,4.325340928,2.865423162
3.249108963,4.235484917,2.735336141
3.245801368,4.140976552,2.609431406
3.250910733,4.044966151,2.490774158
3.266495053,3.950484144,2.382244372
3.29417127,3.860184663,2.286332559
3.830248259,4.30830198,2.562075255
3.88870758,4.238231899,2.497770091
3.960661769,4.177206187,2.449336838
4.045366297,4.12509345,2.416842633
4.141546562,4.081061862,2.399847439
4.247581242,4.04375158,2.397571959
4.361722338,4.011511427,2.409105242
4.482320132,3.982670669,2.43362292
4.608015959,3.955807147,2.470580057
4.737866165,3.929968733,2.519840289
4.871369065,3.904808695,2.581708257
5.008382878,3.880608027,2.656846272
5.14894344,3.85817707,2.746077407
5.293011205,3.838651333,2.850101935
5.440193051,3.823217481,2.969176695
5.589492279,3.812820815,3.102821153
5.739138138,3.807911335,3.249614541
5.886534216,3.808279719,3.407133296
6.028344626,3.813017378,3.572049752
6.160711491,3.820609476,3.740378784
6.279572027,3.829142193,3.907828166
6.381024509,3.836582645,4.070189179
6.461684514,3.841077629,4.223700785
6.518977684,3.841218182,4.36533265
6.551330339,3.836228709,4.492953917
6.558239053,3.826057205,4.605378572
6.540219357,3.811361193,4.702298238
6.498649153,3.793399226,4.784126543
6.435534256,3.773849468,4.851786225
6.353232976,3.754585802,4.9064733
6.254183734,3.737448122,4.949433163
6.140681768,3.724045119,4.981781202
6.01474438,3.715622508,5.00439337
5.878086746,3.713015918,5.01787937
5.732204679,3.716687886,5.022633876
5.57853356,3.726828039,5.018944122
5.418633136,3.743481431,5.007120489
5.254342708,3.766666746,4.987614493
5.087862227,3.796454191,4.961096098
4.921737732,3.832988552,4.928476385
4.758756293,3.876460069,4.890877009
4.601777362,3.927038783,4.849559552
4.453538166,3.984793727,4.80583296
4.316469192,4.049616708,4.760955949
4.192545454,4.121164084,4.716046133
4.083186058,4.198822509,4.672002112
3.989203807,4.281698898,4.629441506
3.910800626,4.368632028,4.588657238
3.847602557,4.458222524,4.54959518
3.798727619,4.548877981,4.511856454
3.762879115,4.638869614,4.474726202
3.738455426,4.726395757,4.437227375
3.723665757,4.809646433,4.39819422
3.716640906,4.886862792,4.356357038
3.715529475,4.956386093,4.31042847
3.718573106,5.01669306,4.259182385
3.724158679,5.0664176,4.201519267
3.730850213,5.104362513,4.136516083
3.737407557,5.129508137,4.063463064
3.742801929,5.141027046,3.981893527
3.746238934,5.138313883,3.891614527
3.747197024,5.121036391,3.792744831
3.745483334,5.089207523,3.685762232
3.741300289,5.043270123,3.571555323
3.735307531,4.984177088,3.451467574
3.728657587,4.913444133,3.327316485
3.722983207,4.833151779,3.201370195
3.720320895,4.745879557,3.076269427
3.722968032,4.654567661,2.954893116
3.733286562,4.562316363,2.840178851
3.753479711,4.472147083,2.734920316
3.785375294,4.386757213,2.641570002
3.830248259,4.30830198,2.562075255
2.861992827,2.751361247,2.411115007
2.932187199,2.675273836,2.404666954
3.015617444,2.647533957,2.499479433
3.045716854,2.683434139,2.622454698
2.999145412,2.758905834,2.68407021
2.917011046,2.824156883,2.646378172
2.85692917,2.829520155,2.535767579
2.854425591,2.768010027,2.425408498
2.865924139,2.832827786,2.344800142
2.922855985,2.750581895,2.307576521
3.005427705,2.684057183,2.330071382
3.098958412,2.644044674,2.408903883
3.18257239,2.634980304,2.526788333
3.235064016,2.655969521,2.657242862
3.242964741,2.702730584,2.772862115
3.205891444,2.768760377,2.852734519
3.135783908,2.844977849,2.885688979
3.051158247,2.919216377,2.869717313
2.969716074,2.976969238,2.80941888
2.903431835,3.004225008,2.713794221
2.858797919,2.992342304,2.596212736
2.840246323,2.942550985,2.475442817
2.852045554,2.866580461,2.374471587
2.925747515,2.960202484,2.321183314
2.976674364,2.877667692,2.272942455
3.04878505,2.804200769,2.264703193
3.137829287,2.74546457,2.298723621
3.236517699,2.704930982,2.372469343
3.334816842,2.684034793,2.478493794
3.420959448,2.682399291,2.605136172
3.483516344,2.698395435,2.73837832
3.514048744,2.729993205,2.864433792
3.509096661,2.775323333,2.971960691
3.470629382,2.832516107,3.053114643
3.405165349,2.899101301,3.103589221
3.322224924,2.971532445,3.122184794
3.232419703,3.045002263,3.110117597
3.145334135,3.1134314,3.070062322
3.067783621,3.169730648,3.005208887
3.003244785,3.206641459,2.918878271
2.952703149,3.218199748,2.814977154
2.916319255,3.201379519,2.698970778
2.894919642,3.157228933,2.578661506
2.890562963,3.090963875,2.46414849
2.906003927,3.010893809,2.366780181
3.040694482,3.133462142,2.340738504
3.089117441,3.052342009,2.287147298
3.155209798,2.978194833,2.263447321
3.237442355,2.914318016,2.272099398
3.332835277,2.862872939,2.313549473
3.436960988,2.825111172,2.386072743
3.543902117,2.80146346,2.485596925
3.646365237,2.791510576,2.605705042
3.736251247,2.79406022,2.738102576
3.805778178,2.807512798,2.873634609
3.848850374,2.830421607,3.00357293
3.862114266,2.861910295,3.120676756
3.845295388,2.901666757,3.219674661
3.80085859,2.949550748,3.297198841
3.733369968,3.005120917,3.351485771
3.648886205,3.067357574,3.382121448
3.554387236,3.134605395,3.389859931
3.457074144,3.204571188,3.376364947
3.363469795,3.274254658,3.343774962
3.278527842,3.339870515,3.294182678
3.205093008,3.396936488,3.229255535
3.14394365,3.440656788,3.150195648
3.094388904,3.466580233,3.058079332
3.055170334,3.471374465,2.954440076
3.025344961,3.453508177,2.841862972
3.004893034,3.41366629,2.72436993
2.994918275,3.354788794,2.607455629
2.997426224,3.281694163,2.497737079
3.014769473,3.200338561,2.402285977
3.210229151,3.352792947,2.404228319
3.258458345,3.274327775,2.348119447
3.322033938,3.202141649,2.315954918
3.400313572,3.13829246,2.309741004
3.491813087,3.084036992,2.330438639
3.594292089,3.040089066,2.377976909
3.704739034,3.00681106,2.451168805
3.819245927,2.984238299,2.547525227
3.932892011,2.971966738,2.66308658
4.039833096,2.969052671,2.792461096
4.133746055,2.974091639,2.929208312
4.208608591,2.985535807,3.066544322
4.259595032,3.002140004,3.198166025
4.28377074,3.023315306,3.318912891
4.280347522,3.049200765,3.425063452
4.250478907,3.080421714,3.514251138
4.196789737,3.11767833,3.585160824
4.122910436,3.16138118,3.637227371
4.033183517,3.21147999,3.670477803
3.932517303,3.267481588,3.685510446
3.826226895,3.328537268,3.683494837
3.719714576,3.393471372,3.666069888
3.617971072,3.460705022,3.635098005
3.525019392,3.528127468,3.592332457
3.443484272,3.593018013,3.539114236
3.374432386,3.652106815,3.476211911
3.317528982,3.70180525,3.403866341
3.27145194,3.738572142,3.322030669
3.234438306,3.759340484,3.230735667
3.204827791,3.761922063,3.130482562
3.181500345,3.745326018,3.022572372
3.164151429,3.709951282,2.909307926
3.153383819,3.657626013,2.794033195
3.150613336,3.591470909,2.680996716
3.157802394,3.51557577,2.575048779
3.177065314,3.434516035,2.48121513
3.210229151,3.352792947,2.404228319
3.434011782,3.61854633,2.512681075
3.483913716,3.543901741,2.456001684
3.547666371,3.475439024,2.419468934
3.624953906,3.414502468,2.404624215
3.714851346,3.361748213,2.412334726
3.815958189,3.317383965,2.442893451
3.926482376,3.281411559,2.496066031
4.044211568,3.253769852,2.571024679
4.166371096,3.234324421,2.666170561
4.289445222,3.222730288,2.778921584
4.409091404,3.218267035,2.905593403
4.520272166,3.219772321,3.041493732
4.617657135,3.225760386,3.181277375
4.696235173,3.234721534,3.319501368
4.751975227,3.245501904,3.451229039
4.782336646,3.257611582,3.572504835
4.786478086,3.271331778,3.680572188
4.765128888,3.287577204,3.773808955
4.720215128,3.307574847,3.851460543
4.654414772,3.332493214,3.913313184
4.570814465,3.363162416,3.959444938
4.472757426,3.399965205,3.990127529
4.363853588,3.442887697,4.005863928
4.248034554,3.491646533,4.007480194
4.129521939,3.545791891,3.996174972
4.012636215,3.604722102,3.973464271
3.901462162,3.667605625,3.941015688
3.799456976,3.733255149,3.9004149
3.709111039,3.80001804,3.852931224
3.631751018,3.865738225,3.799347572
3.567528874,3.927818119,3.739900023
3.515589011,3.983378226,3.674342243
3.474365184,4.029486653,3.60211878
3.441938325,4.063417879,3.522607684
3.416388647,4.082901717,3.435383424
3.39609433,4.08633557,3.340456263
3.379953595,4.072947445,3.238458315
3.367524965,4.042904918,3.130760413
3.359085915,3.997362392,3.019511127
3.355605702,3.938429692,2.907589945
3.358624482,3.86904003,2.798467812
3.370038535,3.792705269,2.695977946
3.391813185,3.713173715,2.604020273
3.425671928,3.634041165,2.526246634
3.711753586,3.931090868,2.667256339
3.765003533,3.861445931,2.611635167
3.831180212,3.79820829,2.573633417
3.910099928,3.742289121,2.554413504
4.00105004,3.693942165,2.554603668
4.102931791,3.652966949,2.57442664
4.214398949,3.61895483,2.613820343
4.333929779,3.591499574,2.672489552
4.459792164,3.570304542,2.749848584
4.589905102,3.55515549,2.84485763
4.721649908,3.545780439,2.955805757
4.851720929,3.541666117,3.080131047
4.976110582,3.541923571,3.214373526
5.090290566,3.545281843,3.354322298
5.189588961,3.550241149,3.49535501
5.269693731,3.555354013,3.632900016
5.327163659,3.55955015,3.762907163
5.359817645,3.562400075,3.882209386
5.36690655,3.564230842,3.988693507
5.349035866,3.566056265,4.081258851
5.307880588,3.5693446,4.159604181
5.245792366,3.575697896,4.223927932
5.1654242,3.58654184,4.274641709
5.069479578,3.602914018,4.312179155
4.96063579,3.62539582,4.336938262
4.841617129,3.654176215,4.349341666
4.715334364,3.68918913,4.349957782
4.5849877,3.730249384,4.339611443
4.454056097,3.777128247,4.319427894
4.326149253,3.829545573,4.290786672
4.204752671,3.887091853,4.255195446
4.092929863,3.949116209,4.214116245
3.993052356,4.014621699,4.168784703
3.90661366,4.082201675,4.120060292
3.834158492,4.150036865,4.068336433
3.775331936,4.215957459,4.013526643
3.72903044,4.277560678,3.955128121
3.69362071,4.332364456,3.892349721
3.667186255,4.377973764,3.824280504
3.647764964,4.412238693,3.750071104
3.633552608,4.4333912,3.669103537
3.623061952,4.440157036,3.581133757
3.615239354,4.431846321,3.486400595
3.609545932,4.408426923,3.385700471
3.606007079,4.370578382,3.280426964
3.605225158,4.319713502,3.172569362
3.608341916,4.25794616,3.064659416
3.616936322,4.187983838,2.959656242
3.632853645,4.112935361,2.86076869
3.657980157,4.036045876,2.771230666
3.693997456,3.960394984,2.694061637
4.042971692,4.290562606,2.868989761
4.101147919,4.22713207,2.815949601
4.171738712,4.170544409,2.778837617
4.25462385,4.121443602,2.758525565
4.349167881,4.079812555,2.755391201
4.454352303,4.045136653,2.769446049
4.568932542,4.016629745,2.800485409
4.691569939,3.993467782,2.848212226
4.820892598,3.974970571,2.912288488
4.955458613,3.960684606,2.992285615
5.093627246,3.950348495,3.087536463
5.233378398,3.943759141,3.196927554
5.372146042,3.940589894,3.318698445
5.506737226,3.940229593,3.450323787
5.633390869,3.941706927,3.588536924
5.747994047,3.943738228,3.72951539
5.846428782,3.944897428,3.869201173
5.924984111,3.943867949,4.003688985
5.980748384,3.939710936,4.129597513
6.011900675,3.9320798,4.244346166
6.017844394,3.921326383,4.346287499
5.999162301,3.908472535,4.434682354
5.957410847,3.89505379,4.50953988
5.894806002,3.88287211,4.571371186
5.813876316,3.873716241,4.620919879
5.717165533,3.869115591,4.658932994
5.607051703,3.870182878,4.686020941
5.485713218,3.877572972,4.702627271
5.35522472,3.891548968,4.709095851
5.217724502,3.91211483,4.705795478
5.075575742,3.939159151,4.693249793
4.931453227,3.972560725,4.672226543
4.788318654,4.012228331,4.643759773
4.649286595,4.058073266,4.609101842
4.517414547,4.109933359,4.569620384
4.395465604,4.167476467,4.526664493
4.285691108,4.230110573,4.481425487
4.189668895,4.296920758,4.434814106
4.108217301,4.36664482,4.387371159
4.041390528,4.437691362,4.339223363
3.988548709,4.508197394,4.290090064
3.948486479,4.576116813,4.239339245
3.91959752,4.639327087,4.186083666
3.90005045,4.695740016,4.129302081
3.887954225,4.743404307,4.067968229
3.881498248,4.780592523,4.00117227
3.879061643,4.805871379,3.928224857
3.879294958,4.818160163,3.848740809
3.881183065,4.816784968,3.76270481
3.884098394,4.801534804,3.670523434
3.887848455,4.772719303,3.573065113
3.892712903,4.731218487,3.471683736
3.899456651,4.678506482,3.368215268
3.909301438,4.616627399,3.264933939
3.923841605,4.548105709,3.164457796
3.944900855,4.475785438,3.069602881
3.974342078,4.40260929,2.983198297
4.013856726,4.331365374,2.907886608
4.426655255,4.696518019,3.118408883
4.491261191,4.640541159,3.069444786
4.5680754,4.591997162,3.035316019
4.657019888,4.551368735,3.016679361
4.757485011,4.518458992,3.013692116
4.868442661,4.492517608,3.026124856
4.988600953,4.47243743,3.053514001
5.116563559,4.456984706,3.095319581
5.250952463,4.44501626,3.15104789
5.390459349,4.435637627,3.220302748
5.533808468,4.428268986,3.302744128
5.679638779,4.422608396,3.397956727
5.826338327,4.418508582,3.505257764
5.97188143,4.41580671,3.623494963
6.113723376,4.414159423,3.750894682
6.24879614,4.412933779,3.885011995
6.37362476,4.411188813,4.022810286
6.484554329,4.407757066,4.160864551
6.578050598,4.401408478,4.295650772
6.651020773,4.391058709,4.423863759
6.701098614,4.375975522,4.542702754
6.726847958,4.355940369,4.650076421
6.727856064,4.331334457,4.744700086
6.704707115,4.30313406,4.826080504
6.658843733,4.272815647,4.894402032
6.592340063,4.242186003,4.950341376
6.507624263,4.213165863,4.994846616
6.407199539,4.187565898,5.028920594
6.293416778,4.166897886,5.053447455
6.168343444,4.152257662,5.069092373
6.033751078,4.144299286,5.076287746
5.891212334,4.143295706,5.075297901
5.742268218,4.14925839,5.066335026
5.588608017,4.162075166,5.049688403
5.432204765,4.181626136,5.025830269
5.275366521,4.207850329,4.99547315
5.120690704,4.240754255,4.95956983
4.970935143,4.280370594,4.919262022
4.828837258,4.326685805,4.875793102
4.696918728,4.379558075,4.830402962
4.577308575,4.43864367,4.784221036
4.47160753,4.5033436,4.73816973
4.38080568,4.572776592,4.692887204
4.305256594,4.645779987,4.648676428
4.24470479,4.72093715,4.605485626
4.198358621,4.79662765,4.562922658
4.16499676,4.871094086,4.520301887
4.143093618,4.942517587,4.476717442
4.130948096,5.009093202,4.431132953
4.126801788,5.069097426,4.382476088
4.12893695,5.120942979,4.329727232
4.135750481,5.163220123,4.27199513
4.145806357,5.194728241,4.208577168
4.157873978,5.214504745,4.139006781
4.170962241,5.221859528,4.0630935
4.184357991,5.21642103,3.980961358
4.197672598,5.198194681,3.893088252
4.210893003,5.167626961,3.800343281
4.224425762,5.125660784,3.704013036
4.239117341,5.073763057,3.605803704
4.256233558,5.013905349,3.507805783
4.277386562,4.948484514,3.412413006
4.304408075,4.880180813,3.322195801
4.339179886,4.811763991,3.239739844
4.383443288,4.745869547,3.167469247
4.860864392,5.14750554,3.415025426
4.933303991,5.100204547,3.371607542
5.01797141,5.061042696,3.342384878
5.114826961,5.030412107,3.327861774
5.223269773,5.008001326,3.328017637
5.342229559,4.992888223,3.34239872
5.470308921,4.983705145,3.370258652
5.605949741,4.97885213,3.41072432
5.747589714,4.97672318,3.462955685
5.893774692,4.975906134,3.526265755
6.043200846,4.975320665,3.600172104
6.194676911,4.974271597,3.684364343
6.347016784,4.972412985,3.778590403
6.498891219,4.969638123,3.882484358
6.648679072,4.965926657,3.995374841
6.794360212,4.961188611,4.116121067
6.933483311,4.955144079,4.243020013
7.063224561,4.947266947,4.373813153
7.180532581,4.936804129,4.505797881
7.282336124,4.922863414,4.636024245
7.365779614,4.904548353,4.761539205
7.428449432,4.881111323,4.879633488
7.46856002,4.852096403,4.988050825
7.485079566,4.817449763,5.085132124
7.477785789,4.777583246,5.169882529
7.447250307,4.733383934,5.24196241
7.394755062,4.686168018,5.301612061
7.32214826,4.637582117,5.349524766
7.231652872,4.589461156,5.386686044
7.125648961,4.543659461,5.414199792
7.006460227,4.501879577,5.433124964
6.876180682,4.465527876,5.444347131
6.736574684,4.435623874,5.448505434
6.589070195,4.412779646,5.445985654
6.434843602,4.397249148,5.436976
6.274971311,4.389029845,5.421567921
6.110606517,4.387987065,5.399874713
5.943134842,4.393968886,5.372138971
5.774270684,4.40688607,5.338806148
5.606073681,4.426744279,5.300552562
5.440885328,4.453629581,5.258268119
5.281203377,4.487658854,5.213003104
5.129521827,4.528911893,5.165892815
