episode,reward,length,avg_reward,final_distance
1,3192.7807994891073,1000,3192.7807994891073,0.8059366838532105
2,3300.377442640851,1000,3246.579121064979,0.6768773909324485
3,8124.597739708708,1000,4872.585327279555,0.3593590230341131
4,1288.5592230933141,1000,3976.578801232995,0.9014086904130099
5,671.6985788390484,1000,3315.6027567542055,0.8893164559733369
6,375.1426594095058,1000,2825.5260738634224,0.8271230521543227
7,5316.099948210448,1000,3181.3223416272835,0.7592787011833916
8,5666.574101061596,1000,3491.9788115565725,0.3544770171259864
9,4134.7340810440555,1000,3563.3960637218483,0.5042241268227415
10,8461.165730338744,1000,4053.173030383538,0.5004452509199584
11,4108.0123659928595,1000,4144.696187033913,0.5862303853648951
12,9580.79655526051,1000,4772.738098295878,0.6926112257246668
13,1550.7778299253023,1000,4115.356107317539,0.6138039613240123
14,577.4379702033525,1000,4044.243982028542,0.6105455403239146
15,6993.828755468386,1000,4676.456999691476,0.654155972652777
16,3882.91184270143,1000,5027.233918020668,0.5028167728532791
17,4647.815694362254,1000,4960.405492635849,0.45609564432104027
18,1106.7052585864933,1000,4504.418608388338,0.7078963308672703
19,288.0838396697849,1000,4119.753584250911,0.7803098635939182
20,458.3653979387263,1000,3319.4735510109103,0.8157936174389453
21,9544.428775776361,1000,3863.1151919892604,0.5489885676031463
22,7052.1990213081945,1000,3610.2554385940284,0.536026932293622
23,7313.534063961799,1000,4186.531061997679,0.5597006938389123
24,5693.3521997585785,1000,4698.122484953201,0.5870068305651176
25,8254.948140261311,1000,4824.234423432493,0.5201228854184299
26,9392.605857515722,1000,5375.203824913922,0.591998395539618
27,845.1735494668476,1000,4994.9396104243815,0.6238628142763781
28,2828.7947837534766,1000,5167.14856294108,0.6957715898445473
29,1847.3061468892356,1000,5323.070793663025,0.5819665624325692
30,861.4263093954447,1000,5363.376884808697,0.6050580285850667
31,5128.213587262161,1000,4921.755365957277,0.6732057258077763
32,5116.3472958343655,1000,4728.170193409894,0.5661075895049936
33,501.79170930776377,1000,4046.9959579444903,0.6057567705407488
34,8012.874395392177,1000,4278.94817750785,0.3374398841388619
35,2655.0843223503016,1000,3718.96179571675,0.743117767959984
36,9426.52987965313,1000,3722.35419793049,0.6322927962391096
37,9709.187174679031,1000,4608.755560451708,0.17689729134067206
38,738.2478483643878,1000,4399.700866912799,0.639260035920421
39,8953.89784403233,1000,5110.3600366271085,0.6485679376104582
40,8614.291131875445,1000,5885.64651887511,0.18289705348919752
41,9483.474124470304,1000,6321.172572595924,0.4748313796412165
42,7544.394820712903,1000,6563.977325083777,0.7232698956863647
43,5568.161908926173,1000,7070.6143450456175,0.5901932084021885
44,7706.937647288171,1000,7040.020670235218,0.6118076037271869
45,1869.4156130778208,1000,6961.453799307969,0.6496312070879039
46,5691.3146967371895,1000,6587.932281016377,0.8704778945639593
47,8460.200053399925,1000,6463.033568888464,0.5991984820080227
48,8515.039872725896,1000,7240.7127713246155,0.45852255450990276
49,1781.0853941153975,1000,6523.431526332922,0.7596572114180719
50,4024.4313878229773,1000,6064.445551927676,0.5964494908144721
51,9336.822878318417,1000,6049.7804273124875,0.7291559322261613
52,9749.640632135553,1000,6270.305008454752,0.20436707443607424
53,9771.345161514184,1000,6690.623333713554,0.32884392168410065
54,7298.895041669894,1000,6649.819073151726,0.5642269222624815
55,7933.63433916228,1000,7256.2409457601725,0.6649830701643705
56,9821.23761894952,1000,7669.233237981406,0.1973500793070866
57,1650.0777555513052,1000,6988.221008196543,0.6465101114953519
58,1280.5375639872202,1000,6264.770777322675,0.7770177789950846
59,8111.711977040739,1000,6897.83343561521,0.5568166237871245
60,9803.428258604361,1000,7475.733122693348,0.4011243647786674
61,6206.798190066393,1000,7162.730653868144,0.5265889958321791
62,7881.069036484091,1000,6975.8734943029995,0.8395921636436643
63,8393.92326965357,1000,6838.131305116937,0.6084755272331065
64,9624.629767830515,1000,7070.704777732999,0.39109476819419736
65,3871.002416837606,1000,6664.441585500533,0.6144740464704443
66,5787.472888707862,1000,6261.065112476365,0.5589383053319565
67,9206.458595911832,1000,7016.703196512419,0.0732484466216994
68,6509.056003748321,1000,7539.555040488529,0.48315711440021775
69,9698.202289779103,1000,7698.204071762365,0.24741391900669837
70,5173.241549288602,1000,7235.18540083079,0.5583494889997807
71,8592.161853660771,1000,7473.721767190228,0.5908133169739198
72,3226.9135666763086,1000,7008.306220209449,0.5977291712357675
73,7590.768068322179,1000,6927.99070007631,0.679531618362823
74,9761.022360067142,1000,6941.629959299973,0.1904682020254453
75,2034.946041065106,1000,6758.0243217227235,0.5218850603421038
76,7177.003945007061,1000,6896.977427352644,0.6369517357332084
77,8573.727175077762,1000,6833.704285269235,0.6096058750944416
78,9159.855046745179,1000,7098.78418956892,0.6147911378241796
79,9720.979799215545,1000,7101.061940512566,0.09772868799963187
80,9866.943935841284,1000,7570.432179167833,0.16430646327185172
81,1386.830138248581,1000,6849.899007626615,0.5107779967029236
82,9639.038246682296,1000,7491.111475627213,0.3320638280569855
83,8492.662835358053,1000,7581.300952330802,0.49877983098666023
84,7727.63385647691,1000,7377.962101971779,0.5201917933251613
85,927.1444091852343,1000,7267.1819387837895,1.927504679497355
86,9754.762440842673,1000,7524.957788367353,0.11860906781125567
87,8151.202442344949,1000,7482.70531509407,0.6904391475675767
88,4131.5523367411515,1000,6979.875044093668,0.42392464099140437
89,9490.521791242993,1000,6956.829243296413,0.6986853265708082
90,6990.124847802785,1000,6669.1473344925635,0.2411776715005123
91,1562.1368207580929,1000,6686.678002743513,0.8967971696648982
92,7232.612981171,1000,6446.035476192384,0.5058936834554817
93,9785.755290086174,1000,6575.344721665196,0.5195583546204443
94,3173.0390885792303,1000,6119.885244875429,0.540062090781431
95,2103.6522985172064,1000,6237.536033808625,0.684353404928408
96,4200.834153838104,1000,5682.143205108168,0.6490645172774726
97,9739.232433465773,1000,5840.946204220251,0.10527080726922092
98,9670.630241988642,1000,6394.853994745,0.3746416049592103
99,2873.241394359428,1000,5733.125955056645,0.5799438047732701
100,9169.090777068444,1000,5951.02254798321,0.6371043627170208
101,9306.204992746621,1000,6725.429365182063,0.5952819816963658
102,2281.4106633424476,1000,6230.309133399207,0.8056868349132013
103,9340.36876565379,1000,6185.770480955968,0.5978403648028326
104,838.5226008823502,1000,5952.318832186281,0.5208011932809191
105,9163.609970342084,1000,6658.314599368768,0.5150571011229256
106,629.8755804159795,1000,6301.218742026556,0.8795220532912165
107,9774.791526549912,1000,6304.774651334969,0.3574618994487458
108,7519.911117346962,1000,6089.702738870802,0.48001615453297725
109,5852.512895205875,1000,6387.629888955446,0.4119398626565561
110,2446.114572843765,1000,5715.332268532979,0.6368773952446674
111,1633.9339396259888,1000,4948.105163220915,0.7048735675170601
112,8425.747159367646,1000,5562.538812823435,0.8429339035447226
113,6138.391854680061,1000,5242.341121726064,0.6355802934406162
114,6554.079857001244,1000,5813.896847337952,0.6538684120977337
115,6144.024716930237,1000,5511.938321996767,0.6524820198419652
116,9699.44859713923,1000,6418.895623669092,0.11951937185576557
117,7116.846646179906,1000,6153.1011356320905,0.705733562954418
118,624.34631023422,1000,5463.544654920817,0.7409276938786168
119,9781.389581705831,1000,5856.4323235708125,0.34229890601182644
120,3433.6445077657154,1000,5955.1853170630075,0.5970147699188719
121,982.5372601152012,1000,5890.0456491119285,0.6029419370606409
122,8680.613406090806,1000,5915.532273784245,0.6690234163584321
123,9754.691344861569,1000,6277.162222802396,0.11366612790229375
124,1963.8725731628135,1000,5818.141494418553,0.5403779188756779
125,5829.787044576582,1000,5786.717727183187,0.5060517015492563
126,6770.400427532361,1000,5493.8129102225,0.5299832100130208
127,9748.008600622878,1000,5756.929105666798,0.3991009376140605
128,1847.1149250257024,1000,5879.205967145946,0.6779216118585127
129,9770.487368770704,1000,5878.115745852432,0.24948869570590973
130,1398.2687303422197,1000,5674.578168110083,0.5680536405284162
131,9152.976352755233,1000,6491.622077374087,0.37841245631248716
132,969.0405231191108,1000,5720.464789076917,0.7765867791333808
133,557.7433911916129,1000,4800.769993709921,0.8956112679331604
134,9764.761663706542,1000,5580.858902764295,0.20933603557696473
135,8869.811215209691,1000,5884.861319827605,0.5827006739457542
136,4494.000004935198,1000,5657.221277567888,0.559185079824893
137,6745.387808272337,1000,5356.959198332834,0.9085009351019164
138,6332.108387247521,1000,5805.4585445550165,0.25226046258373686
139,4119.600171112488,1000,5240.369824789195,0.5315919547456504
140,9790.108262166668,1000,6079.5537779716415,0.31014245126136714
141,9299.797673070843,1000,6094.235910003202,0.5054976420123527
142,9184.765170089868,1000,6915.808374700277,0.43115909118567425
143,7227.941637688002,1000,7582.828199349916,0.5019020245830439
144,7680.5959265136935,1000,7374.4116256306315,0.3260360641221062
145,5087.365655586278,1000,6996.1670696682895,0.653382565832294
146,8025.293610561072,1000,7349.296430230877,0.5785777163352169
147,9466.664952843028,1000,7621.424144687946,0.3491743952923778
148,2148.5253741110864,1000,7203.065843374303,0.5145052270234874
149,9371.417791902319,1000,7728.247605453286,0.3569714701691589
150,9150.480855112877,1000,7664.284864747907,0.6601332999074563
151,9827.126772890353,1000,7717.017774729857,0.4028941471138807
152,9520.71156080746,1000,7750.612413801617,0.491392467958551
153,6408.660241368272,1000,7668.684274169644,0.5207604541748287
154,2389.3645385541113,1000,7139.561135373687,0.5779803182139521
155,9551.013277374266,1000,7585.9258975524845,0.11857605542744783
156,7999.931530641462,1000,7583.389689560524,0.5238850601464571
157,9314.785129132346,1000,7568.201707189456,0.5465460504099471
158,9838.401237404605,1000,8337.189293518806,0.30909616014878255
159,8695.263420626161,1000,8269.573856391191,0.7806945258018761
