episode,reward,length,avg_reward,final_distance
1,-844.3153166160138,1000,-844.3153166160138,0.5562728647674416
2,-154.60501098652688,1000,-499.4601638012703,1.1061269135420557
3,1174.3008336537348,1000,58.46016868373139,0.45907638029228703
4,1892.2129927462404,1000,516.8983746993587,0.5569788291625719
5,386.12010382656877,1000,490.74272052480063,0.7491128693991194
6,4757.619154968526,1000,1201.8887929320883,0.1674983062904092
7,5642.194229982381,1000,1836.2181410821302,0.34852452454431215
8,4738.879568263077,1000,2199.050819479749,0.4421438884769678
9,2944.9972729293154,1000,2281.933758751923,0.7857113856225787
10,8343.449454694472,1000,2888.085328346178,0.3145545720180157
11,7879.614433591164,1000,3760.478303366895,0.12825129954451625
12,8500.848299477788,1000,4626.023634413327,0.41262318329019515
13,8399.9831330001,1000,5348.591864347963,0.11294522716055488
14,9375.589378530649,1000,6096.929502926404,0.1153126529556031
15,8947.979111050248,1000,6953.1154036487715,0.537335712166681
16,4955.997184184815,1000,6972.9532065704,0.16545124160288296
17,8751.168742601947,1000,7283.850657832358,0.18768349834583628
18,9307.55986538677,1000,7740.718687544727,0.2461633172483259
19,9439.22353644646,1000,8390.14131389644,0.5452556004481647
20,8598.243285040857,1000,8415.620696931077,0.24094233550249558
21,6879.772154838643,1000,8315.636469055828,0.3550410595542803
22,9233.169092321768,1000,8388.868548340226,0.26435735417620215
23,2234.012010628736,1000,7772.2714361030885,0.8351154308923383
24,9512.217124262048,1000,7785.93421067623,0.22756751889984453
25,9041.236961843435,1000,7795.259995755548,0.8090419138900342
26,1287.7620197540136,1000,7428.436479312468,0.6762977267879784
27,8041.553903501543,1000,7357.474995402427,0.3901577101905105
28,3570.8933032558384,1000,6783.808339189333,0.524043472518589
29,9261.943798696617,1000,6766.08036541435,0.5161080139788821
30,9585.814674328216,1000,6864.837504343086,0.10330542083329093
31,1755.2465337448675,1000,6352.384942233708,0.23854004908639903
32,9292.183026068577,1000,6358.286335608389,0.106586815191985
33,7269.622818479349,1000,6861.84741639345,0.6101470540562934
34,6558.955470099778,1000,6566.521250977223,0.5808241938038604
35,8097.927826570253,1000,6472.190337449904,0.08326616097266334
36,9329.070398541246,1000,7276.321175328629,0.21599634040546883
37,1402.5991948057388,1000,6612.425704459049,0.12342855236954367
38,9558.448136639037,1000,7211.181187797369,0.11533491280905263
39,1000.1216411222858,1000,6384.998972039934,0.5761039748104162
40,4284.537259974438,1000,5854.871230604557,0.6008250029608652
41,9041.322482081154,1000,6583.478825438186,0.5286010058225117
42,9143.95352135671,1000,6568.655874966998,0.3384919908782511
43,94.02609447493171,1000,5851.096202566558,0.898398003488013
44,2556.403653675087,1000,5450.841020924088,0.6439999093233252
45,9476.559212484952,1000,5588.704159515558,0.041142403524234115
46,5616.445076625189,1000,5217.441627323953,0.13618692471764385
47,9461.885846615123,1000,6023.370292504891,0.4486736468262234
48,5438.47223933625,1000,5611.372702774612,0.4541751117972609
49,2099.063065308368,1000,5721.26684519322,0.7492099475965878
50,7255.089766208719,1000,6018.322095816649,0.49333727317154347
51,8513.750270774735,1000,5965.564874686007,0.29661600785894493
52,8260.270192135393,1000,5877.196541763875,0.7366638224518981
53,2969.0733114536674,1000,6164.701263461749,0.5576863526717817
54,-375.0171319363565,1000,5871.559184900604,0.7516122214088015
55,2129.6432256887624,1000,5136.867586220985,0.7939900652895908
56,7022.036612437918,1000,5277.426739802258,0.8847736166618749
57,2286.313935519262,1000,4559.869548692672,0.7836936563583601
58,8068.4832580292705,1000,4822.870650561974,0.10841164752393387
59,570.4055983155644,1000,4670.004903862693,0.7975468846247156
60,1081.804172753742,1000,4052.6763445171955,0.8252635511822306
61,9368.237969051937,1000,4138.125114344916,0.20666254057728128
62,9753.000161927512,1000,4287.398111324128,0.14869507777597624
63,9530.206298756246,1000,4943.511410054385,0.1822609302765104
64,7710.212560350422,1000,5752.034379283064,0.7348375556557021
65,9757.294958834185,1000,6514.799552597606,0.23623943601500028
66,9366.927572102219,1000,6749.2886485640365,0.1644767535298718
67,9424.260778414968,1000,7463.083332853607,0.0845435127864573
68,9644.356639049352,1000,7620.670670955615,0.1485599246889326
69,9545.897771160993,1000,8518.219888240159,0.500971527860152
70,9199.819431663756,1000,9330.021414131159,0.1937375167482111
71,9552.824158386436,1000,9348.480033064607,0.2321915357448461
72,2978.0131257157873,1000,8670.981329443439,0.5722551223514674
73,1426.5685554585868,1000,7860.617555113671,0.7780329238793291
74,9660.003983099521,1000,8055.596697388581,0.1887938270608082
75,8558.573488385804,1000,7935.7245503437425,0.16130018473854096
76,7563.713000847057,1000,7755.403093218226,0.12020876921439322
77,8764.245556249447,1000,7689.401571001674,0.08930864550519357
78,9384.046004278332,1000,7663.3705075245725,0.4788716103820626
79,9541.505995077647,1000,7662.931329916239,0.18369925207414023
80,9722.770743210305,1000,7715.226461070893,0.07375798438623114
81,9668.186781410172,1000,7726.762723373266,0.061885463971681216
82,7864.132243621694,1000,8215.374635163858,0.5780213563104214
83,9557.457257089869,1000,9028.463505326985,0.3954864714022493
84,9672.031362936154,1000,9029.66624331065,0.33983211402412156
85,9083.600424968443,1000,9082.168936968912,0.5589606632495157
86,715.438546742403,1000,8397.341491558447,0.581478619935492
87,9698.950677846882,1000,8490.812003718189,0.22812338255394993
88,9474.006204687164,1000,8499.808023759073,0.2681012759835465
89,8929.101586546638,1000,8438.567582905973,0.35773391867175225
90,9654.357868704119,1000,8431.726295455353,0.21608206191112825
91,9598.682812537427,1000,8424.77589856808,0.19140651915885856
92,2164.9601723230676,1000,7854.858691438218,0.8799134440080754
93,9395.811867836806,1000,7838.6941525129105,0.4412178243723072
94,8556.437196695773,1000,7727.1347358888725,0.30703890609324236
95,9661.26936910947,1000,7784.901630302976,0.23302388334136462
96,1792.6098324567474,1000,7892.61875887441,0.6368403172024508
97,9668.744953952826,1000,7889.598186485004,0.28398238267563664
98,2335.26448665471,1000,7175.7240146817585,0.605800296386966
99,3733.3189019229712,1000,6656.145746219392,0.687664425197105
100,9322.177354700743,1000,6622.9276948190545,0.2997558347229873
101,6404.869002863265,1000,6303.546313851639,0.19216901255623114
102,8077.409343100894,1000,6894.791230929421,0.23681449223072829
103,9085.780739413382,1000,6863.788118087078,0.20592097031763715
104,1302.6355219690986,1000,6138.407950614411,0.939835366927236
105,9378.575261500087,1000,6110.138539853472,0.2929737627101295
106,8708.674497097247,1000,6801.745006317523,0.25896826629098785
107,6902.696802753911,1000,6525.140191197631,0.27704654663047323
108,9749.420922868643,1000,7266.555834819024,0.19543770223703238
109,6586.98786869931,1000,7551.922731496657,0.19915025661240082
110,9261.910810826403,1000,7545.8960771092225,0.3091299894395261
111,3811.7773090139517,1000,7286.586907724292,0.1913240917790996
112,5932.46049604968,1000,7072.092023019171,0.6314493022799003
113,570.4193242673124,1000,6220.555881504564,0.6508048182564243
114,1598.296874448201,1000,6250.122016752473,0.9442505650834264
115,9229.847275796845,1000,6235.249218182151,0.2753197240036371
116,9696.301482572444,1000,6334.011916729671,0.22831916976932695
117,9699.977677030185,1000,6613.740004157298,0.4335964357600736
118,9752.120742431469,1000,6614.0099861135795,0.18828807559830077
119,9140.27754008642,1000,6869.338953252291,0.2531525812100487
120,9560.627054059463,1000,6899.210577575597,0.19912510745428974
121,9651.039032477824,1000,7483.136749921983,0.20634400678942488
122,9680.75693280102,1000,7857.966393597117,0.1137842538334513
123,2868.4438209449445,1000,8087.768843264882,0.6607698389059361
124,9517.498517621323,1000,8879.689007582192,0.1626035514609334
125,9776.048925095669,1000,8934.309172512078,0.06149728675157343
126,3971.852977013761,1000,8361.864321956207,0.6470434841872906
127,9760.742186154532,1000,8367.940772868644,0.18286773038995474
128,9525.926289305535,1000,8345.32132755605,0.2569220116630235
129,9623.355269268524,1000,8393.62910047426,0.17065108820642913
130,9531.422446178327,1000,8390.708639686145,0.23475005118055012
131,9733.23092472336,1000,8398.927828910699,0.4294884100460376
132,9824.188091575314,1000,8413.270944788128,0.3738558799365002
133,9736.461185534485,1000,9100.072681247082,0.4102909605327301
134,9772.49622209943,1000,9125.572451694894,0.14406031308539352
135,9724.119159688857,1000,9120.379475154212,0.11306563845585915
136,9783.822462098957,1000,9701.576423662733,0.31675351570039884
137,9589.463728133753,1000,9684.448577860654,0.3674158766853335
138,9724.68284483617,1000,9704.324233413718,0.17744147759120552
139,9406.398918019988,1000,9682.628598288866,0.09084216618777093
140,9843.787770897656,1000,9713.865130760796,0.1382313324368201
141,9814.358037891065,1000,9721.977842077567,0.0819587862820547
142,9842.198794070471,1000,9723.778912327083,0.14060344791381002
143,9783.927423189802,1000,9728.525536092615,0.1770038737613525
144,9828.708730156352,1000,9734.146786898307,0.06758471172970558
145,9810.774516739702,1000,9742.812322603393,0.30711341160509165
146,9731.10615896554,1000,9737.540692290051,0.30608529081321384
147,9829.07377165064,1000,9761.501696641739,0.23875205953810422
148,9822.609758307772,1000,9771.2943879889,0.07096463768183411
149,9822.285020816074,1000,9812.882998268507,0.2711002711543172
150,6308.245386573141,1000,9459.328759836057,0.6098580848426093
151,9812.481507372748,1000,9459.141106784224,0.16318850434639168
152,9804.725352237334,1000,9455.39376260091,0.10643617416138679
153,9607.779448757647,1000,9437.778965157693,0.06939404024696502
154,9814.700535887496,1000,9436.37814573081,0.03001622508710787
155,9648.931913793074,1000,9420.193885436147,0.2888731836506494
156,9701.478142456095,1000,9417.231083785202,0.3008312250589453
157,9697.517525156236,1000,9404.07545913576,0.03452888289371662
158,9806.362157350939,1000,9402.450699040079,0.06305883430945389
159,9815.954197441455,1000,9401.817616702618,0.16207904822713176
160,9751.935986919641,1000,9746.186676737267,0.1556929403062046
161,9813.74593382662,1000,9746.313119382654,0.13525353244353733
162,9804.886253193983,1000,9746.32920947832,0.1404545960894297
163,8873.77879230739,1000,9672.929143833293,0.22173257443857255
164,9785.241573081974,1000,9669.98324755274,0.07670821257447503
165,9676.840138300548,1000,9672.774070003488,0.024516074348408575
166,9756.997634909265,1000,9678.326019248805,0.128621488759486
167,9168.47172882204,1000,9625.421439615386,0.4309698627581334
168,9673.896388527175,1000,9612.174862733009,0.4305025565274702
169,9680.902613639828,1000,9598.669704352846,0.17577367216601444
170,9745.054003498284,1000,9597.98150601071,0.11674866261284808
171,9770.98376202792,1000,9593.70528883084,0.2851684264806736
172,9798.493248493018,1000,9593.065988360742,0.3265852696783997
173,9800.365224438225,1000,9685.724631573827,0.22115716716358422
174,9808.32691066392,1000,9688.03316533202,0.20523998876160618
175,8775.52050611321,1000,9597.90120211329,0.08180079763411228
176,9830.648297638587,1000,9605.266268386222,0.1738197480786837
177,9807.844395579139,1000,9669.203535061932,0.29668719401926147
178,9777.410333847338,1000,9679.554929593945,0.08564045654533334
179,9766.408704488445,1000,9688.10553867881,0.18365391135476786
180,9753.917267301937,1000,9688.991865059175,0.18768339527841488
181,9648.624366270175,1000,9676.7559254834,0.1328300791017026
182,9722.001284119686,1000,9669.106729046067,0.33650234301356213
